Dates,Napa County,Humboldt County,Nevada County,Sutter County,Mendocino County,Yuba County,Lake County,Tehama County,Tuolumne County,San Benito County,Calaveras County,Siskiyou County,Amador County,Lassen County,Del Norte County,Glenn County,Colusa County,Plumas County,Inyo County,Mariposa County,Mono County,Trinity County,Modoc County,Sierra County,Alpine County
3/31/2004,469921,207619,336356,199372,287579,,,,,507230,,,,,,,,,,,,,,,
4/30/2004,476626,210558,338491,203776,294588,,,,,518338,,,,,,,,,,,,,,,
5/31/2004,480130,213082,342031,207609,300738,,,,,527199,,,,,,,,,,,,,,,
6/30/2004,485358,217362,346966,212306,300570,,,,,537470,,,,,,,,,,,,,,,
7/31/2004,492000,222513,353151,217132,307237,,,,,548318,,,,,,,,,,,,,,,
8/31/2004,499817,227370,359657,221880,312979,,,,,559535,,,,,,,,,,,,,,,
9/30/2004,507065,231734,365989,226504,323941,,,,,570185,,,,,,,,,,,,,,,
10/31/2004,514035,237096,375691,230857,327660,,,,,580422,,,,,,,,,,,,,,,
11/30/2004,521936,242505,385089,235743,331587,,,,,591543,,,,,,,,,,,,,,,
12/31/2004,529210,247183,392351,240426,336736,,,,,601880,,,,,,,,,,,,,,,
1/31/2005,536008,250723,397906,245444,341927,188194,,,,612416,280270,,310339,,,,,,,,,,,,
2/28/2005,541406,254722,401901,251084,347279,190610,,,,623745,283308,201945,313386,,,,,,,,,,,,
3/31/2005,547902,258921,408632,256439,352582,196448,,,,635693,286624,203494,316305,,,,,,,,,,,,
4/30/2005,554792,264060,414115,261901,358325,204652,,,,648209,293015,205308,322615,,,,,,,,,,,,
5/31/2005,564934,272126,421249,266064,364062,212523,,,,659035,298584,208609,328360,,,,,,,,,,,,
6/30/2005,577057,279143,429523,270426,368896,216929,,,,668673,303181,211905,333967,,,,,,,,,,,,
7/31/2005,586054,285655,440316,274627,374236,221523,,,,678351,307930,215242,339228,,,,,,,,,,,,
8/31/2005,593878,289108,448480,279133,368303,226291,,,,688317,313022,218610,344378,,,,,,,,,,,,
9/30/2005,597700,293330,454478,283733,362793,230972,,,,699109,318453,221903,349201,,,,,,,,,,,,
10/31/2005,604488,297495,458107,288287,357159,235255,,,,709976,323084,225129,353636,,,,,,,,,,,,
11/30/2005,611621,300595,459424,291674,364120,238689,,,,717896,326531,227829,357465,,,,,,,,,,,,
12/31/2005,618813,304082,461352,294659,371441,241717,,,,724771,330070,230510,361217,,,,,,,,,,,,
1/31/2006,621631,306505,462574,297231,375956,244511,,,,729941,333584,232514,364384,,,,,,,,,,,,
2/28/2006,625105,309212,465615,299482,376941,246952,,,,734365,336537,233888,366513,,,,,,,,,,,,
3/31/2006,627039,312116,470794,301447,375346,248407,,,,737294,338709,234519,367814,,,,,,,,,,,,
4/30/2006,632262,314920,476583,302705,377464,248926,,,,739046,339570,234934,368915,,,,,,,,,,,,
5/31/2006,634574,316809,483338,303948,381074,248609,,,,740320,339823,235405,370109,,,,,,,,,,,,
6/30/2006,635166,317944,486247,303719,385630,247782,,,,740652,343282,235665,370747,,,,,,,,,,,,
7/31/2006,633012,316265,487780,302660,388134,246141,,,,740135,346333,235577,370692,,,,,,,,,,,,
8/31/2006,628501,314307,486199,301329,390502,244276,,,,738538,348279,235255,369825,,,,,,,,,,,,
9/30/2006,626105,311055,482301,299290,392415,242066,,,,736484,345927,234762,368316,,,,,,,,,,,,
10/31/2006,624110,309547,475152,297329,395019,239741,,,,734099,339636,234159,366258,,,,,,,,,,,,
11/30/2006,622343,307510,471431,294270,398085,237601,,,,731983,336035,233753,364991,,,,,,,,,,,,
12/31/2006,618109,305737,468131,290982,401497,235611,,,,729579,330369,233365,363925,,,,,,,,,,,,
1/31/2007,616376,304517,464798,287638,404437,233816,203360,,,726278,329650,232797,362765,181018,,,,327056,,330563,,,,,
2/28/2007,614971,304215,462853,283930,407387,231642,201685,,,722766,326914,231740,360592,180147,248159,281106,297832,325229,,329252,498861,,,,
3/31/2007,613861,304399,463191,280741,411262,228921,201376,,,718460,327117,230222,358156,179416,248417,279625,296885,324178,,327944,496461,,,,
4/30/2007,610364,303355,464191,276625,412978,225910,199772,,,713776,327580,228474,355730,178134,248410,278933,296114,321493,,325090,494838,215271,,,458819
5/31/2007,607208,302036,462593,273724,412404,221842,198348,,,706345,329745,226090,352481,176185,247056,276183,293566,318638,,321195,490724,213242,126493,,455337
6/30/2007,603275,301015,459085,270704,413040,222065,200864,,,697478,327946,223456,348431,174037,244283,273194,290299,314735,,316679,485442,212145,125456,,452025
7/31/2007,599887,301753,456302,267624,415923,226362,204047,,,686306,323328,220300,343526,171491,240443,269375,286415,310770,,312225,479235,209148,124619,,445755
8/31/2007,595811,302614,454975,263190,419432,230858,208542,,,675783,318091,217478,338850,169485,236980,265807,282330,306173,,308331,471870,206761,122785,237724,439560
9/30/2007,594821,303957,454313,259474,419576,232370,208781,,,665347,315380,214489,333827,167311,234093,262220,278152,301586,,304379,464647,204022,120892,235519,433958
10/31/2007,588751,303920,452195,254862,417121,230112,206878,,,655822,316050,211512,328387,165069,231243,258418,273700,296450,,300176,456949,201563,119096,233141,427819
11/30/2007,581160,304530,445707,251823,415628,228577,203832,,,645230,317793,208297,322945,162618,227995,254430,269618,291785,,296047,449433,198149,117241,228617,421878
12/31/2007,568883,304460,441483,250195,411070,225690,200974,,,633481,315393,204887,317363,160102,224176,249927,265373,286952,,291514,442046,194524,115682,224447,414974
1/31/2008,569062,304197,434590,249707,403582,222262,201739,,,620393,311723,201294,311713,157313,220092,245283,260977,282088,,286932,434485,190453,113693,220621,407586
2/29/2008,569805,302917,430839,247874,393437,218551,201882,,,607948,305251,197349,305823,154407,216067,240184,256069,277005,,281645,427294,186752,111185,216745,400027
3/31/2008,573100,296336,421795,243122,384437,214496,200874,,,595646,302037,193199,299985,151285,212342,235004,250841,271434,,275930,419756,183528,108668,212360,392038
4/30/2008,566657,292647,417301,237778,376348,210019,197112,,,583697,296330,188940,294005,148190,209124,230059,245297,265879,,269705,411917,179599,106403,207807,384062
5/31/2008,561660,290513,411795,232486,368792,205785,195370,,,571883,290775,185354,288749,145175,206348,226181,240860,262249,,263890,404753,177159,105036,203198,379253
6/30/2008,552836,293156,407459,227773,361533,201195,192590,,,559682,286344,182110,284992,142358,202939,222483,236655,258609,,258863,397054,173617,103168,198809,374849
7/31/2008,542121,292528,402420,223017,354275,196116,189472,,,546669,281745,179612,280730,139506,198954,218230,232561,254783,,253492,388861,170782,98935,195423,372019
8/31/2008,530485,291098,396015,217663,346660,190168,184857,,,534693,277604,175424,275339,136959,191990,214082,227414,249231,,246281,376614,167686,94575,192827,366772
9/30/2008,517567,289937,390125,212495,339619,184914,180931,,,520683,272384,171520,268378,133521,185749,210265,222549,239815,,239349,365035,161143,90454,188404,363647
10/31/2008,510993,286407,384580,208336,334896,180909,176777,,,508790,266642,167438,262835,130548,180136,207544,214592,230950,,233376,355532,155015,88862,183123,360459
11/30/2008,500320,281310,380689,205529,330819,178492,173026,,,498600,261270,165444,259181,127910,177820,201197,207963,223347,,230333,350711,148562,87452,177989,357844
12/31/2008,498483,275433,375207,203158,327429,176851,169849,,,491646,256870,163838,256566,126637,176002,195590,201773,220932,,227615,347327,147017,86877,176713,354483
1/31/2009,486194,272626,371783,201266,324541,175380,167848,,,485049,254372,162603,253956,125523,174242,190439,199988,218924,,225740,343237,146286,86550,176828,352103
2/28/2009,481730,270377,368802,199618,322039,173843,165640,,,478346,252160,161010,251125,124310,172529,188537,197612,216240,,223638,337560,145585,86133,177101,349872
3/31/2009,467353,269345,366428,198119,319209,172218,163864,,,471786,249915,159385,248244,122842,170950,186442,195829,213385,,221429,332959,144929,85508,176200,347713
4/30/2009,454035,267655,361970,196562,316241,170882,162481,,,467045,248255,157842,245803,121591,169920,184397,193922,211409,,218892,329934,145129,85543,174839,345392
5/31/2009,436419,267233,357534,195168,313672,169810,161499,,,462349,246858,156972,243832,120458,169589,183007,192887,210497,,216909,328076,145822,85694,173740,343258
6/30/2009,429676,265491,354573,194179,312476,168589,160120,,,459246,245748,156568,242399,120118,168956,182116,191906,209999,,215590,326713,146860,85979,173192,342703
7/31/2009,429804,264642,353101,193368,311307,167021,158904,,,455889,245003,155022,241533,119886,168933,181347,191058,209611,,214956,324644,147628,84646,172844,342405
8/31/2009,428067,262601,349416,192736,309688,166771,157679,,,447152,244092,153576,238323,119854,169486,176774,189685,208874,,213753,323931,148444,83492,172508,335142
9/30/2009,422151,258751,346814,192157,307914,166922,156860,,,439000,241606,152106,235424,118588,168582,172408,188594,206760,,213009,323299,146578,82244,169783,328144
10/31/2009,414012,255198,342492,191697,306141,167596,156530,,,430581,239149,151897,232314,117245,167325,167990,187984,204639,,212221,322623,144305,82373,166963,321221
11/30/2009,410012,252956,340127,191399,305329,167463,156770,,,428884,237043,151894,232067,116092,165451,168355,188347,203127,,212194,322095,142321,82556,164366,322512
